date,account_id,account_name,vendor,currency,cost,supplier_country,purchase_country,description_or_memo,custom_field_business_unit,custom_field_region
2022-02-01,10004,Office Fit Out,Honeywell International,EUR,0,,,,Business Unit Charlie,Europe
2022-02-01,10002,Office Fit Out,Komatsu,USD,0,,,,Business Unit Charlie,North America
2022-02-01,10001,Construction,Turner Construction Management,USD,0,,,,Business Unit Bravo,North America
2022-02-01,10004,Construction,Honeywell International,USD,0,,,,Business Unit Delta ,North America
2022-03-01,10004,Construction,Honeywell International,AUD,18400,,,,Business Unit Charlie,APAC
2022-03-01,10005,Construction,Robert Bosch GmbH,USD,6000,,,,Business Unit Delta ,North America
2022-03-01,10001,Light Machinery,Turner Construction Management,EUR,0,,,,Business Unit Bravo,Europe
2022-03-01,10001,Construction,Turner Construction Management,USD,0,,,,Business Unit Alpha ,Latin America
2022-03-01,10001,Light Machinery,Turner Construction Management,EUR,294000,,,,Business Unit Charlie,Europe
2022-03-01,10004,Light Machinery,Honeywell International,EUR,11200,,,,Business Unit Alpha ,Europe
2022-03-01,10001,Construction,Turner Construction Management,EUR,145500,,,,Business Unit Bravo,Europe
2022-03-01,10003,Construction,Newmark Group,USD,0,,,,Business Unit Delta ,North America
2022-03-01,10002,Construction,Komatsu,AUD,51500,,,,Business Unit Delta ,APAC
2022-03-01,10002,Heavy Equipment,Komatsu,AUD,89000,,,,Business Unit Delta ,APAC
2022-03-01,10001,Construction,Turner Construction Management,EUR,208500,,,,Business Unit Charlie,Europe
2022-03-01,10005,Light Machinery,Robert Bosch GmbH,EUR,0,,,,Business Unit Delta ,Europe
2022-03-01,10004,Heavy Equipment,Honeywell International,AUD,0,,,,Business Unit Bravo,APAC
2022-03-01,10005,Technical Equipment,Robert Bosch GmbH,USD,8800,,,,Business Unit Echo,North America
2022-03-01,10002,Office Fit Out,Komatsu,AUD,65000,,,,Business Unit Delta ,APAC
2022-03-01,10001,Office Fit Out,Turner Construction Management,USD,109500,,,,Business Unit Echo,Latin America
2022-03-01,10002,Office Fit Out,Komatsu,USD,74000,,,,Business Unit Alpha ,North America
2022-03-01,10004,Office Fit Out,Honeywell International,USD,34800,,,,Business Unit Echo,North America
2022-03-01,10004,Technical Equipment,Honeywell International,USD,24600,,,,Business Unit Alpha ,Latin America
2022-03-01,10003,Construction,Newmark Group,EUR,96500,,,,Business Unit Delta ,Europe
2022-04-01,10002,Construction,Komatsu,EUR,0,,,,Business Unit Bravo,Europe
2022-04-01,10003,Technical Equipment,Newmark Group,AUD,0,,,,Business Unit Charlie,APAC
2022-04-01,10001,Heavy Equipment,Turner Construction Management,EUR,0,,,,Business Unit Bravo,Europe
2022-04-01,10005,Heavy Equipment,Robert Bosch GmbH,AUD,15700,,,,Business Unit Delta ,APAC
2022-04-01,10005,Construction,Robert Bosch GmbH,USD,11300,,,,Business Unit Bravo,North America
2022-04-01,10003,Office Fit Out,Newmark Group,USD,98000,,,,Business Unit Alpha ,Latin America
2022-04-01,10003,Light Machinery,Newmark Group,EUR,42500,,,,Business Unit Echo,Europe
2022-04-01,10005,Technical Equipment,Robert Bosch GmbH,USD,18900,,,,Business Unit Charlie,Latin America
2022-04-01,10003,Technical Equipment,Newmark Group,AUD,93000,,,,Business Unit Alpha ,APAC
2022-04-01,10003,Light Machinery,Newmark Group,USD,0,,,,Business Unit Alpha ,Latin America
2022-04-01,10005,Construction,Robert Bosch GmbH,EUR,8200,,,,Business Unit Delta ,Europe
2022-04-01,10005,Construction,Robert Bosch GmbH,USD,17200,,,,Business Unit Charlie,North America
2022-04-01,10005,Technical Equipment,Robert Bosch GmbH,AUD,0,,,,Business Unit Charlie,APAC
2022-04-01,10005,Construction,Robert Bosch GmbH,USD,7100,,,,Business Unit Charlie,North America
2022-04-01,10001,Technical Equipment,Turner Construction Management,USD,0,,,,Business Unit Charlie,North America
2022-04-01,10005,Technical Equipment,Robert Bosch GmbH,EUR,8800,,,,Business Unit Charlie,Europe
2022-04-01,10004,Light Machinery,Honeywell International,EUR,30600,,,,Business Unit Bravo,Europe
2022-04-01,10003,Light Machinery,Newmark Group,USD,42000,,,,Business Unit Delta ,Latin America
2022-04-01,10002,Light Machinery,Komatsu,USD,62000,,,,Business Unit Echo,Latin America
2022-04-01,10005,Construction,Robert Bosch GmbH,USD,17200,,,,Business Unit Delta ,Latin America
2022-05-01,10002,Light Machinery,Komatsu,USD,34500,,,,Business Unit Charlie,North America
2022-05-01,10004,Technical Equipment,Honeywell International,USD,0,,,,Business Unit Charlie,Latin America
2022-05-01,10005,Heavy Equipment,Robert Bosch GmbH,USD,0,,,,Business Unit Bravo,North America
2022-05-01,10002,Heavy Equipment,Komatsu,USD,0,,,,Business Unit Delta ,North America
2022-05-01,10004,Heavy Equipment,Honeywell International,USD,14400,,,,Business Unit Bravo,North America
2022-05-01,10005,Office Fit Out,Robert Bosch GmbH,AUD,8000,,,,Business Unit Bravo,APAC
2022-05-01,10003,Technical Equipment,Newmark Group,USD,0,,,,Business Unit Alpha ,North America
2022-05-01,10005,Construction,Robert Bosch GmbH,EUR,5600,,,,Business Unit Bravo,Europe
2022-05-01,10003,Light Machinery,Newmark Group,EUR,88000,,,,Business Unit Alpha ,Europe
2022-05-01,10003,Light Machinery,Newmark Group,AUD,33500,,,,Business Unit Echo,APAC
2022-05-01,10002,Light Machinery,Komatsu,USD,57000,,,,Business Unit Alpha ,Latin America
2022-05-01,10003,Construction,Newmark Group,USD,0,,,,Business Unit Charlie,North America
2022-05-01,10001,Technical Equipment,Turner Construction Management,AUD,0,,,,Business Unit Bravo,APAC
2022-05-01,10001,Light Machinery,Turner Construction Management,USD,0,,,,Business Unit Echo,North America
2022-05-01,10005,Heavy Equipment,Robert Bosch GmbH,USD,0,,,,Business Unit Delta ,Latin America
2022-05-01,10003,Construction,Newmark Group,USD,0,,,,Business Unit Charlie,North America
2022-05-01,10001,Light Machinery,Turner Construction Management,AUD,279000,,,,Business Unit Charlie,APAC
2022-05-01,10005,Office Fit Out,Robert Bosch GmbH,USD,17800,,,,Business Unit Charlie,Latin America
2022-05-01,10005,Office Fit Out,Robert Bosch GmbH,USD,6000,,,,Business Unit Bravo,Latin America
2022-05-01,10005,Construction,Robert Bosch GmbH,USD,14300,,,,Business Unit Charlie,Latin America
2022-06-01,10005,Office Fit Out,Robert Bosch GmbH,USD,14500,,,,Business Unit Delta ,Latin America
2022-06-01,10001,Light Machinery,Turner Construction Management,AUD,150000,,,,Business Unit Echo,APAC
2022-06-01,10005,Heavy Equipment,Robert Bosch GmbH,USD,10100,,,,Business Unit Alpha ,Latin America
2022-06-01,10003,Construction,Newmark Group,USD,59000,,,,Business Unit Delta ,Latin America
2022-06-01,10004,Heavy Equipment,Honeywell International,USD,30600,,,,Business Unit Charlie,North America
2022-06-01,10001,Technical Equipment,Turner Construction Management,USD,0,,,,Business Unit Echo,North America
2022-06-01,10001,Light Machinery,Turner Construction Management,AUD,85500,,,,Business Unit Bravo,APAC
2022-06-01,10003,Light Machinery,Newmark Group,EUR,0,,,,Business Unit Delta ,Europe
2022-06-01,10002,Technical Equipment,Komatsu,EUR,90500,,,,Business Unit Delta ,Europe
2022-06-01,10002,Technical Equipment,Komatsu,USD,86000,,,,Business Unit Echo,North America
2022-06-01,10002,Technical Equipment,Komatsu,USD,0,,,,Business Unit Charlie,Latin America
2022-06-01,10004,Construction,Honeywell International,AUD,14600,,,,Business Unit Charlie,APAC
2022-06-01,10002,Heavy Equipment,Komatsu,USD,0,,,,Business Unit Alpha ,Latin America
2022-06-01,10001,Technical Equipment,Turner Construction Management,AUD,118500,,,,Business Unit Charlie,APAC
2022-06-01,10005,Office Fit Out,Robert Bosch GmbH,EUR,5400,,,,Business Unit Delta ,Europe
2022-06-01,10003,Heavy Equipment,Newmark Group,EUR,85000,,,,Business Unit Echo,Europe
2022-06-01,10003,Office Fit Out,Newmark Group,USD,0,,,,Business Unit Bravo,North America
2022-06-01,10001,Heavy Equipment,Turner Construction Management,USD,0,,,,Business Unit Alpha ,North America
2022-06-01,10004,Construction,Honeywell International,AUD,0,,,,Business Unit Bravo,APAC
2022-06-01,10004,Heavy Equipment,Honeywell International,USD,37800,,,,Business Unit Delta ,Latin America
2022-07-01,10001,Heavy Equipment,Turner Construction Management,USD,171000,,,,Business Unit Delta ,North America
2022-07-01,10003,Office Fit Out,Newmark Group,AUD,25000,,,,Business Unit Echo,APAC
2022-07-01,10002,Heavy Equipment,Komatsu,USD,70000,,,,Business Unit Delta ,Latin America
2022-07-01,10001,Office Fit Out,Turner Construction Management,USD,76500,,,,Business Unit Delta ,North America
2022-07-01,10001,Office Fit Out,Turner Construction Management,USD,145500,,,,Business Unit Alpha ,North America
2022-07-01,10005,Construction,Robert Bosch GmbH,AUD,15400,,,,Business Unit Alpha ,APAC
2022-07-01,10004,Office Fit Out,Honeywell International,AUD,0,,,,Business Unit Alpha ,APAC
2022-07-01,10003,Construction,Newmark Group,EUR,94000,,,,Business Unit Alpha ,Europe
2022-07-01,10004,Heavy Equipment,Honeywell International,AUD,0,,,,Business Unit Bravo,APAC
2022-07-01,10001,Construction,Turner Construction Management,AUD,117000,,,,Business Unit Echo,APAC
2022-07-01,10003,Office Fit Out,Newmark Group,USD,85000,,,,Business Unit Delta ,North America
2022-07-01,10002,Heavy Equipment,Komatsu,USD,68500,,,,Business Unit Alpha ,North America
2022-07-01,10003,Light Machinery,Newmark Group,USD,30500,,,,Business Unit Echo,Latin America
2022-07-01,10002,Construction,Komatsu,USD,0,,,,Business Unit Echo,Latin America
2022-07-01,10001,Office Fit Out,Turner Construction Management,AUD,160500,,,,Business Unit Bravo,APAC
2022-07-01,10001,Technical Equipment,Turner Construction Management,AUD,210000,,,,Business Unit Bravo,APAC
2022-07-01,10003,Light Machinery,Newmark Group,USD,0,,,,Business Unit Charlie,North America
2022-07-01,10005,Technical Equipment,Robert Bosch GmbH,USD,16500,,,,Business Unit Alpha ,North America
2022-07-01,10004,Heavy Equipment,Honeywell International,AUD,0,,,,Business Unit Alpha ,APAC
2022-07-01,10002,Technical Equipment,Komatsu,USD,0,,,,Business Unit Bravo,Latin America
2022-08-01,10004,Light Machinery,Honeywell International,EUR,37800,,,,Business Unit Delta ,Europe
2022-08-01,10002,Office Fit Out,Komatsu,USD,47500,,,,Business Unit Charlie,Latin America
2022-08-01,10001,Construction,Turner Construction Management,USD,268500,,,,Business Unit Bravo,North America
2022-08-01,10003,Light Machinery,Newmark Group,AUD,0,,,,Business Unit Delta ,APAC
2022-08-01,10002,Technical Equipment,Komatsu,AUD,37500,,,,Business Unit Charlie,APAC
2022-08-01,10004,Technical Equipment,Honeywell International,USD,0,,,,Business Unit Delta ,North America
2022-08-01,10001,Light Machinery,Turner Construction Management,USD,255000,,,,Business Unit Delta ,North America
2022-08-01,10001,Technical Equipment,Turner Construction Management,AUD,0,,,,Business Unit Charlie,APAC
2022-08-01,10004,Construction,Honeywell International,USD,39800,,,,Business Unit Bravo,Latin America
2022-08-01,10004,Heavy Equipment,Honeywell International,AUD,25600,,,,Business Unit Alpha ,APAC
2022-08-01,10005,Heavy Equipment,Robert Bosch GmbH,EUR,5100,,,,Business Unit Echo,Europe
2022-08-01,10001,Light Machinery,Turner Construction Management,USD,102000,,,,Business Unit Delta ,North America
2022-08-01,10001,Office Fit Out,Turner Construction Management,EUR,289500,,,,Business Unit Delta ,Europe
2022-08-01,10005,Heavy Equipment,Robert Bosch GmbH,USD,11400,,,,Business Unit Echo,Latin America
2022-08-01,10005,Construction,Robert Bosch GmbH,USD,12900,,,,Business Unit Echo,Latin America
2022-08-01,10005,Heavy Equipment,Robert Bosch GmbH,USD,0,,,,Business Unit Alpha ,Latin America
2022-08-01,10002,Technical Equipment,Komatsu,EUR,0,,,,Business Unit Alpha ,Europe
2022-08-01,10004,Light Machinery,Honeywell International,AUD,21800,,,,Business Unit Charlie,APAC
2022-08-01,10005,Construction,Robert Bosch GmbH,EUR,20000,,,,Business Unit Charlie,Europe
2022-08-01,10004,Light Machinery,Honeywell International,USD,0,,,,Business Unit Delta ,North America
2022-09-01,10005,Light Machinery,Robert Bosch GmbH,USD,0,,,,Business Unit Alpha ,North America
2022-09-01,10005,Heavy Equipment,Robert Bosch GmbH,AUD,0,,,,Business Unit Delta ,APAC
2022-09-01,10001,Technical Equipment,Turner Construction Management,EUR,87000,,,,Business Unit Charlie,Europe
2022-09-01,10001,Heavy Equipment,Turner Construction Management,AUD,169500,,,,Business Unit Bravo,APAC
2022-09-01,10001,Office Fit Out,Turner Construction Management,USD,244500,,,,Business Unit Echo,Latin America
2022-09-01,10001,Technical Equipment,Turner Construction Management,EUR,135000,,,,Business Unit Delta ,Europe
2022-09-01,10005,Light Machinery,Robert Bosch GmbH,USD,0,,,,Business Unit Alpha ,Latin America
2022-09-01,10002,Construction,Komatsu,USD,77500,,,,Business Unit Echo,North America
2022-09-01,10001,Technical Equipment,Turner Construction Management,AUD,133500,,,,Business Unit Bravo,APAC
2022-09-01,10003,Light Machinery,Newmark Group,AUD,0,,,,Business Unit Delta ,APAC
2022-09-01,10001,Office Fit Out,Turner Construction Management,USD,0,,,,Business Unit Alpha ,North America
2022-09-01,10002,Heavy Equipment,Komatsu,USD,65500,,,,Business Unit Echo,Latin America
2022-09-01,10004,Technical Equipment,Honeywell International,USD,0,,,,Business Unit Echo,North America
2022-09-01,10002,Construction,Komatsu,USD,27000,,,,Business Unit Charlie,Latin America
2022-09-01,10003,Construction,Newmark Group,AUD,0,,,,Business Unit Echo,APAC
2022-09-01,10002,Technical Equipment,Komatsu,AUD,0,,,,Business Unit Echo,APAC
2022-09-01,10005,Construction,Robert Bosch GmbH,EUR,0,,,,Business Unit Echo,Europe
2022-09-01,10002,Heavy Equipment,Komatsu,USD,0,,,,Business Unit Delta ,North America
2022-09-01,10005,Construction,Robert Bosch GmbH,USD,0,,,,Business Unit Charlie,North America
2022-09-01,10005,Technical Equipment,Robert Bosch GmbH,USD,10800,,,,Business Unit Delta ,North America
2022-10-01,10002,Light Machinery,Komatsu,AUD,90500,,,,Business Unit Charlie,APAC
2022-10-01,10001,Heavy Equipment,Turner Construction Management,EUR,0,,,,Business Unit Charlie,Europe
2022-10-01,10001,Construction,Turner Construction Management,USD,0,,,,Business Unit Delta ,North America
2022-10-01,10004,Office Fit Out,Honeywell International,AUD,24800,,,,Business Unit Delta ,APAC
2022-10-01,10003,Construction,Newmark Group,USD,43500,,,,Business Unit Delta ,Latin America
2022-10-01,10005,Heavy Equipment,Robert Bosch GmbH,AUD,11200,,,,Business Unit Bravo,APAC
2022-10-01,10001,Technical Equipment,Turner Construction Management,EUR,0,,,,Business Unit Delta ,Europe
2022-10-01,10003,Heavy Equipment,Newmark Group,USD,58500,,,,Business Unit Alpha ,North America
2022-10-01,10004,Heavy Equipment,Honeywell International,EUR,0,,,,Business Unit Alpha ,Europe
2022-10-01,10005,Construction,Robert Bosch GmbH,AUD,17300,,,,Business Unit Charlie,APAC
2022-10-01,10001,Technical Equipment,Turner Construction Management,AUD,300000,,,,Business Unit Bravo,APAC
2022-10-01,10004,Construction,Honeywell International,USD,23400,,,,Business Unit Echo,North America
2022-10-01,10003,Light Machinery,Newmark Group,AUD,0,,,,Business Unit Bravo,APAC
2022-10-01,10001,Light Machinery,Turner Construction Management,USD,166500,,,,Business Unit Alpha ,North America
2022-10-01,10001,Light Machinery,Turner Construction Management,USD,162000,,,,Business Unit Delta ,North America
2022-10-01,10004,Technical Equipment,Honeywell International,AUD,0,,,,Business Unit Bravo,APAC
2022-10-01,10004,Heavy Equipment,Honeywell International,USD,35400,,,,Business Unit Echo,North America
2022-10-01,10003,Technical Equipment,Newmark Group,USD,56000,,,,Business Unit Bravo,North America
2022-10-01,10005,Technical Equipment,Robert Bosch GmbH,AUD,6300,,,,Business Unit Charlie,APAC
2022-10-01,10002,Heavy Equipment,Komatsu,EUR,97500,,,,Business Unit Echo,Europe
2022-11-01,10002,Construction,Komatsu,EUR,84000,,,,Business Unit Delta ,Europe
2022-11-01,10003,Construction,Newmark Group,USD,0,,,,Business Unit Alpha ,North America
2022-11-01,10003,Technical Equipment,Newmark Group,USD,94000,,,,Business Unit Echo,North America
2022-11-01,10003,Office Fit Out,Newmark Group,USD,99500,,,,Business Unit Charlie,Latin America
2022-11-01,10003,Technical Equipment,Newmark Group,USD,97500,,,,Business Unit Echo,North America
2022-11-01,10004,Construction,Honeywell International,EUR,27200,,,,Business Unit Alpha ,Europe
2022-11-01,10005,Light Machinery,Robert Bosch GmbH,AUD,17100,,,,Business Unit Echo,APAC
2022-11-01,10001,Light Machinery,Turner Construction Management,AUD,238500,,,,Business Unit Alpha ,APAC
2022-11-01,10005,Light Machinery,Robert Bosch GmbH,EUR,0,,,,Business Unit Delta ,Europe
2022-11-01,10001,Light Machinery,Turner Construction Management,USD,0,,,,Business Unit Alpha ,North America
2022-11-01,10001,Office Fit Out,Turner Construction Management,USD,0,,,,Business Unit Echo,Latin America
2022-11-01,10001,Light Machinery,Turner Construction Management,USD,0,,,,Business Unit Alpha ,North America
2022-11-01,10003,Light Machinery,Newmark Group,EUR,0,,,,Business Unit Bravo,Europe
2022-11-01,10001,Heavy Equipment,Turner Construction Management,USD,136500,,,,Business Unit Charlie,North America
2022-11-01,10005,Office Fit Out,Robert Bosch GmbH,EUR,0,,,,Business Unit Bravo,Europe
2022-11-01,10005,Construction,Robert Bosch GmbH,AUD,0,,,,Business Unit Echo,APAC
2022-11-01,10001,Construction,Turner Construction Management,EUR,189000,,,,Business Unit Bravo,Europe
2022-11-01,10003,Construction,Newmark Group,USD,45500,,,,Business Unit Delta ,Latin America
2022-11-01,10002,Heavy Equipment,Komatsu,EUR,86000,,,,Business Unit Alpha ,Europe
2022-11-01,10002,Office Fit Out,Komatsu,EUR,0,,,,Business Unit Alpha ,Europe
2022-12-01,10004,Office Fit Out,Honeywell International,AUD,39000,,,,Business Unit Echo,APAC
2022-12-01,10001,Heavy Equipment,Turner Construction Management,USD,0,,,,Business Unit Alpha ,North America
2022-12-01,10001,Heavy Equipment,Turner Construction Management,USD,190500,,,,Business Unit Delta ,Latin America
2022-12-01,10001,Light Machinery,Turner Construction Management,AUD,225000,,,,Business Unit Echo,APAC
2022-12-01,10004,Construction,Honeywell International,USD,12200,,,,Business Unit Charlie,Latin America
2022-12-01,10003,Technical Equipment,Newmark Group,USD,37500,,,,Business Unit Delta ,Latin America
2022-12-01,10002,Construction,Komatsu,USD,53000,,,,Business Unit Delta ,North America
2022-12-01,10002,Office Fit Out,Komatsu,AUD,0,,,,Business Unit Echo,APAC
2022-12-01,10003,Light Machinery,Newmark Group,USD,0,,,,Business Unit Bravo,North America
2022-12-01,10001,Technical Equipment,Turner Construction Management,USD,136500,,,,Business Unit Alpha ,Latin America
2022-12-01,10005,Heavy Equipment,Robert Bosch GmbH,EUR,10500,,,,Business Unit Alpha ,Europe
2022-12-01,10001,Light Machinery,Turner Construction Management,USD,297000,,,,Business Unit Alpha ,Latin America
2022-12-01,10001,Office Fit Out,Turner Construction Management,USD,142500,,,,Business Unit Delta ,North America
2022-12-01,10003,Technical Equipment,Newmark Group,AUD,26000,,,,Business Unit Delta ,APAC
2022-12-01,10003,Technical Equipment,Newmark Group,USD,0,,,,Business Unit Charlie,North America
2022-12-01,10003,Heavy Equipment,Newmark Group,USD,0,,,,Business Unit Alpha ,Latin America
2022-12-01,10004,Heavy Equipment,Honeywell International,USD,0,,,,Business Unit Alpha ,Latin America
2022-12-01,10004,Construction,Honeywell International,EUR,38600,,,,Business Unit Bravo,Europe
2022-12-01,10005,Construction,Robert Bosch GmbH,AUD,0,,,,Business Unit Delta ,APAC
2022-12-01,10001,Heavy Equipment,Turner Construction Management,EUR,0,,,,Business Unit Charlie,Europe
2023-01-01,10005,Technical Equipment,Robert Bosch GmbH,AUD,5900,,,,Business Unit Bravo,APAC
2023-01-01,10005,Heavy Equipment,Robert Bosch GmbH,AUD,14400,,,,Business Unit Echo,APAC
2023-01-01,10004,Office Fit Out,Honeywell International,USD,17000,,,,Business Unit Charlie,Latin America
2023-01-01,10002,Construction,Komatsu,USD,0,,,,Business Unit Bravo,North America
2023-01-01,10004,Heavy Equipment,Honeywell International,EUR,13400,,,,Business Unit Alpha ,Europe
2023-01-01,10001,Heavy Equipment,Turner Construction Management,USD,0,,,,Business Unit Delta ,North America
2023-01-01,10003,Technical Equipment,Newmark Group,EUR,38500,,,,Business Unit Bravo,Europe
2023-01-01,10002,Construction,Komatsu,EUR,89000,,,,Business Unit Alpha ,Europe
2023-01-01,10004,Heavy Equipment,Honeywell International,EUR,15800,,,,Business Unit Bravo,Europe
2023-01-01,10004,Office Fit Out,Honeywell International,USD,26400,,,,Business Unit Delta ,North America
2023-01-01,10004,Construction,Honeywell International,USD,0,,,,Business Unit Delta ,North America
2023-01-01,10001,Office Fit Out,Turner Construction Management,USD,219000,,,,Business Unit Alpha ,Latin America
2023-01-01,10003,Technical Equipment,Newmark Group,AUD,0,,,,Business Unit Bravo,APAC
2023-01-01,10003,Office Fit Out,Newmark Group,EUR,73000,,,,Business Unit Charlie,Europe
2023-01-01,10001,Construction,Turner Construction Management,AUD,190500,,,,Business Unit Alpha ,APAC
2023-01-01,10004,Light Machinery,Honeywell International,USD,0,,,,Business Unit Echo,Latin America
2023-01-01,10001,Construction,Turner Construction Management,AUD,75000,,,,Business Unit Bravo,APAC
2023-01-01,10003,Heavy Equipment,Newmark Group,USD,79500,,,,Business Unit Charlie,Latin America
2023-01-01,10002,Technical Equipment,Komatsu,USD,0,,,,Business Unit Charlie,Latin America
2023-01-01,10001,Light Machinery,Turner Construction Management,USD,0,,,,Business Unit Charlie,North America
2023-02-01,10002,Technical Equipment,Komatsu,AUD,79000,,,,Business Unit Charlie,APAC
2023-02-01,10003,Heavy Equipment,Newmark Group,EUR,0,,,,Business Unit Alpha ,Europe
2023-02-01,10001,Light Machinery,Turner Construction Management,EUR,181500,,,,Business Unit Charlie,Europe
2023-02-01,10005,Office Fit Out,Robert Bosch GmbH,EUR,12600,,,,Business Unit Bravo,Europe
2023-02-01,10005,Construction,Robert Bosch GmbH,USD,12000,,,,Business Unit Echo,Latin America
2023-02-01,10004,Light Machinery,Honeywell International,USD,0,,,,Business Unit Bravo,Latin America
2023-02-01,10001,Construction,Turner Construction Management,EUR,0,,,,Business Unit Alpha ,Europe
2023-02-01,10004,Office Fit Out,Honeywell International,USD,0,,,,Business Unit Delta ,Latin America
2023-02-01,10002,Construction,Komatsu,AUD,90500,,,,Business Unit Delta ,APAC
2023-02-01,10001,Light Machinery,Turner Construction Management,EUR,0,,,,Business Unit Delta ,Europe
2023-02-01,10001,Construction,Turner Construction Management,AUD,165000,,,,Business Unit Charlie,APAC
2023-02-01,10005,Technical Equipment,Robert Bosch GmbH,USD,0,,,,Business Unit Bravo,Latin America
2023-02-01,10003,Construction,Newmark Group,USD,93500,,,,Business Unit Charlie,Latin America
2023-02-01,10001,Heavy Equipment,Turner Construction Management,USD,0,,,,Business Unit Echo,North America
2023-02-01,10002,Light Machinery,Komatsu,USD,0,,,,Business Unit Charlie,Latin America
2023-02-01,10002,Construction,Komatsu,AUD,0,,,,Business Unit Delta ,APAC
2023-02-01,10005,Heavy Equipment,Robert Bosch GmbH,AUD,18800,,,,Business Unit Delta ,APAC
2023-02-01,10005,Technical Equipment,Robert Bosch GmbH,EUR,0,,,,Business Unit Echo,Europe
2023-02-01,10004,Light Machinery,Honeywell International,USD,0,,,,Business Unit Bravo,Latin America
2023-02-01,10001,Construction,Turner Construction Management,USD,0,,,,Business Unit Delta ,North America
2023-03-01,10004,Technical Equipment,Honeywell International,AUD,14000,,,,Business Unit Delta ,APAC
2023-03-01,10002,Construction,Komatsu,EUR,47000,,,,Business Unit Charlie,Europe
2023-03-01,10003,Technical Equipment,Newmark Group,USD,0,,,,Business Unit Charlie,North America
2023-03-01,10005,Technical Equipment,Robert Bosch GmbH,USD,18100,,,,Business Unit Alpha ,North America
2023-03-01,10002,Heavy Equipment,Komatsu,USD,31500,,,,Business Unit Alpha ,Latin America
2023-03-01,10005,Heavy Equipment,Robert Bosch GmbH,EUR,0,,,,Business Unit Echo,Europe
